-0.2773	0.0389	1
-0.2702	0.1054	1
-0.2924	0.0672	1
-0.2740	0.1450	1
-0.2857	0.1442	1
-0.3212	0.0755	1
-0.3073	0.1455	1
-0.2397	0.2550	1
-0.2481	0.2608	1
-0.1515	0.3376	1
-0.2671	0.2703	1
-0.2891	0.2617	1
-0.1384	0.3753	1
-0.2476	0.3268	1
-0.2186	0.3586	1
-0.1252	0.4114	1
-0.1953	0.3943	1
-0.1468	0.4254	1
-0.1050	0.4479	1
-0.2684	0.3859	1
-0.1935	0.4392	1
-0.0877	0.4821	1
-0.1391	0.4803	1
-0.0832	0.5032	1
-0.0749	0.5146	1
-0.0057	0.5300	1
-0.0159	0.5398	1
-0.1490	0.5294	1
-0.0020	0.5600	1
-0.2085	0.5305	1
0.0565	0.5772	1
-0.0289	0.5893	1
0.1254	0.5868	1
0.0626	0.6068	1
0.3013	0.5418	1
0.2758	0.5664	1
0.1324	0.6262	1
0.3473	0.5494	1
0.3135	0.5808	1
-0.1441	0.6543	1
0.5026	0.4580	1
0.3705	0.5821	1
0.3499	0.6063	1
0.4935	0.5104	1
0.3632	0.6217	1
0.6623	0.3070	1
0.3182	0.6681	1
0.4461	0.6029	1
0.6181	0.4422	1
0.6076	0.4731	1
0.5056	0.5940	1
0.2722	0.7416	1
0.5703	0.5610	1
0.6053	0.5382	1
0.6468	0.5040	1
0.7107	0.4287	1
0.7351	0.4065	1
0.6742	0.5177	1
0.8147	0.2755	1
0.8451	0.2066	1
0.6405	0.6034	1
0.8661	0.2048	1
0.8962	0.0828	1
0.8335	0.3652	1
0.9186	0.0512	1
0.9230	0.1142	1
0.9366	0.0804	1
0.9087	0.2770	1
0.9509	-0.1319	1
0.9178	0.3140	1
0.9336	-0.2979	1
0.9890	-0.0446	1
0.0000	-0.0000	2
0.0098	-0.0020	2
0.0200	0.0005	2
0.0262	-0.0147	2
0.0385	-0.0110	2
0.0496	-0.0064	2
0.0600	-0.0017	2
0.0622	-0.0322	2
0.0743	-0.0295	2
0.0807	-0.0398	2
0.0814	-0.0580	2
0.0922	-0.0600	2
0.0937	-0.0749	2
0.0961	-0.0876	2
0.1033	-0.0945	2
0.1064	-0.1058	2
0.1375	-0.0819	2
0.1011	-0.1367	2
0.1102	-0.1424	2
0.0917	-0.1664	2
0.1297	-0.1522	2
0.0327	-0.2074	2
0.1374	-0.1718	2
0.1501	-0.1743	2
0.1327	-0.2000	2
0.1342	-0.2109	2
0.0969	-0.2413	2
0.0221	-0.2691	2
0.1038	-0.2601	2
0.0387	-0.2874	2
0.1558	-0.2564	2
0.0506	-0.3058	2
0.0450	-0.3168	2
-0.0175	-0.3295	2
0.0049	-0.3400	2
-0.0484	-0.3466	2
0.0195	-0.3595	2
-0.1009	-0.3560	2
0.0025	-0.3800	2
-0.0468	-0.3872	2
-0.0943	-0.3887	2
-0.0337	-0.4086	2
-0.1885	-0.3753	2
-0.0506	-0.4270	2
-0.1624	-0.4089	2
-0.2126	-0.3966	2
-0.0803	-0.4529	2
-0.1529	-0.4444	2
-0.2656	-0.3998	2
-0.2750	-0.4056	2
-0.2346	-0.4416	2
-0.3786	-0.3417	2
-0.3345	-0.3982	2
-0.2652	-0.4589	2
-0.3321	-0.4258	2
-0.4126	-0.3637	2
-0.4020	-0.3899	2
-0.3048	-0.4817	2
-0.4508	-0.3650	2
-0.5667	-0.1640	2
-0.4154	-0.4330	2
-0.4918	-0.3609	2
-0.5489	-0.2883	2
-0.5878	-0.2267	2
-0.5795	-0.2715	2
-0.5866	-0.2801	2
-0.6003	-0.2742	2
-0.5676	-0.3560	2
-0.6113	-0.2979	2
-0.6627	-0.1922	2
-0.6994	0.0281	2
-0.6635	-0.2526	2
-0.7074	-0.1339	2
-0.6956	-0.2213	2
-0.7395	-0.0266	2
-0.7418	0.1109	2
-0.7319	0.2049	2
-0.7628	0.1049	2
-0.7781	0.0543	2
-0.7109	0.3445	2
-0.7849	0.1548	2
-0.7751	0.2352	2
-0.8091	0.1332	2
-0.7121	0.4264	2
-0.7847	0.2997	2
-0.8497	-0.0240	2
-0.7118	0.4826	2
-0.7475	0.4452	2
-0.7426	0.4722	2
-0.8439	0.2828	2
-0.6509	0.6215	2
-0.8117	0.4114	2
-0.8468	0.3596	2
-0.8359	0.4076	2
-0.9224	0.1813	2
-0.4564	0.8332	2
-0.6303	0.7241	2
-0.5757	0.7807	2
-0.2061	0.9581	2
-0.5974	0.7894	2
